ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID,rc
Hungarian-327-loffel-1,3235,Hungarian,327-loffel,kanál,kanál,k ɒ n aː l,,uesz,,,^ kanál $,default,Löffel;   Kelle;   löffelförmiger Gegenstand,Loffel-1,4334-kanal,^(k)(a|o|ɒ|i)(n)(a|aː|i)(l|ɣ)?(ɣ|i)?$
Hungarian-864-streichen-1,3237,Hungarian,864-streichen,terít,terít,t ɛ r iː t,,uesz,,,^ terít $,default, Decke;   Decke;   Hülle;   niederfallen;  bedecken; ausbreiten;   ausbreiten;  strecken;   zer-;  sich hinwerfen;  ausstrecken;  starr aushalten;   jmdn zu Boden werfen;  umfallen;  ausstreuen;   den Tisch decken;   das Wild zur Strecke bringen;  den Gegner umlegen;   Spielkarte aufdecken;  aki valamit leterít,ausbreiten-2,9189-terit,^(t)(ɛ|i|ø|y)(r|v|vr|rp)(i|iː)(t|r)(ɣ)?$
Hungarian-100-quelle-1,3245,Hungarian,100-quelle,kútfő,kútfő,k uː t f øː,,uesz,,,^ kútfő $,default, Urkunde;   Ursprung; -quelle;   quelle,quelle-2,5366-kutfo,tf not old
Hungarian-458-fruhling-1,3248,Hungarian,458-fruhling,tavasz,tavasz,t ɒ v ɒ s,,uesz,,,^ tavasz $,default,  Frühlings-; Frühling;   Sommergetreide;  Frühjahrsaussaat,Fruhling-2,9096-tavasz,^(t)(a|o|ɒ|i)(v|ɣ|w)(a|o|ɒ)(s)?(ɣ)?$
Hungarian-142-eichhornchen-1,3252,Hungarian,142-eichhornchen,mókus,mókus,m oː k u ʃ,,uesz,,,^ mókus $,default,Eichhörnchen;  Kerl;   Sonderling;   〈als Anrede an ein schmeichlerisches Kind〉,Eichhornchen-4,6198-mokus,^(m)(a|i|u|uː)(k)(u|ɯ|r)(t͡ʃ|ɣ)?(ɣ|i)?$
Hungarian-677-stehen-1,3254,Hungarian,677-stehen,áll¹,áll,aː lː,,uesz,,,^ áll $,default,  behaupten;   behaupten ; stehen;  sich in einer Lage befinden;   stillstehen;   emporragen;  sich erheben;   bestehen;  existieren;   gelten 〈Wort usw.〉;   aushalten;  ertragen;   in eine Lage;  in einen Zustand kommen;   abhängen;   sich zusammensetzen;  sich offenbaren;   fortdauern;  erhalten bleiben;   wert sein;  kosten;   stellen;   stellen;   Stelle;  Position;   Dienststelle,stehen-1,202-all,lː# not old
Hungarian-754-sicherheben-1,3256,Hungarian,754-sicherheben,áll¹,áll,aː lː,,uesz,,,^ áll $,default,  behaupten;   behaupten ; stehen;  sich in einer Lage befinden;   stillstehen;   emporragen;  sich erheben;   bestehen;  existieren;   gelten 〈Wort usw.〉;   aushalten;  ertragen;   in eine Lage;  in einen Zustand kommen;   abhängen;   sich zusammensetzen;  sich offenbaren;   fortdauern;  erhalten bleiben;   wert sein;  kosten;   stellen;   stellen;   Stelle;  Position;   Dienststelle,sicherheben-1,202-all,lː# not old
Hungarian-754-sicherheben-2,3258,Hungarian,754-sicherheben,kel¹,kel,k ɛ l,,uesz,,,^ kel $,default,  Ursprung;  wandern;   entstehen;   entstehen;   aufgehen 〈Teig〉;   Datum;  verschwinden; gehen;   verlorengehen;   angreifen;  stammen;  herauskommen;   aufstehen;  erwachen;   aufkeimen;   aus dem Ei schlüpfen;   aufgehen 〈Gestirn〉;   sich aufmachen 〈etw zu tun〉;  sich empören;   wieder zu Kräften kommen;    wurde ausgestellt;  gegeben;   ausgehen 〈Geld;  Vorrat〉;  wachsen 〈Geschwür〉;   nötig sein;   abbauen;  fördern 〈Bergbau〉;   ausbrütten;   Übergangsstelle;   gängig;   auszustellend;  zu fertigend 〈Akte〉;   Gebürh 〈Betrag〉,aufstehen-1,4684-kel,^(k)(ɛ|i|ø|y|a)(l|ɣ|r|j)?(ɣ|i|iɣ|y)?$
Hungarian-59-stern-1,3259,Hungarian,59-stern,csillag,csillag,t͡ʃ i lː ɒ ɡ,,uesz,,,^ csillag $,default, Symbol;  Abzeichen; Stern;  Gestirn;   Sternchen als Zeichen;   hervorragende Persönlichkeit;   Blesse 〈bei Pferden〉;   Augenlicht;   Fettauge auf der Fleischsuppe;   mein Schatz;   〈zum Ausdruck milden Verdrusses〉,Stern-1,1519-csillag,lː not old
Hungarian-431-staat-1,3262,Hungarian,431-staat,állam,állam,aː lː ɒ m,,uesz,,,^ állam $,default,  Substanz; Haltbarkeit;   Staat;   substantiell;   staatlich ,Staat-1,205-allam,lː not old
Hungarian-938-stehlen-1,3274,Hungarian,938-stehlen,lop,lop,l o p,,uesz,,,^ lop $,default,  heimlich;   heimlich; stehlen;   hineinschmuggeln;   plagiieren;   duseln 〈bei der Arbeit〉;  verstohlen;  verstohlen,stehlen-10,5695-lop,^(v)(u|o|a|i|ɒ)(p)(ɣ|i|iɣ|y)?$
Hungarian-758-schreiten-1,3281,Hungarian,758-schreiten,lép¹,lép,l eː p,,uesz,,,^ lép $,default,schreiten;  Gehen;  einen Schritt tun;   Schreiten;   Schritt;   Maßnahme;   Zug 〈im Schachspiel〉,schreiten-2,5572-lep,^(v)(ɛ|i|eː|ø|e)(p)(ɣ|i|iɣ|y)?$
Hungarian-304-stock-1,3284,Hungarian,304-stock,bot,bot,b o t,,uesz,,,^ bot $,default,  prügeln;  Herrschaft; Kolben;  Keule;  Stock;  Stab;   Zepter;   Streitkolben;   Aufsicht;  Macht;   Klotz 〈am Brunnenschwengel〉;   Weidenruten schneiden;  die Zweige abschneiden,Stock-1,888-bot,^(b)(u|o|a|i|ɒ)(t|r)(ɣ|i|iɣ|y)?$
Hungarian-625-noch-1,3292,Hungarian,625-noch,még,még,m eː ɡ,,uesz,,,^ még $,default,noch;   noch;  noch mehr,noch-2,5977-meg,^(m)(ɛ|i|eː|ø|e)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-936-stechen-1,3301,Hungarian,936-stechen,szúr,szúr,s uː r,,uesz,,,^ szúr $,default,  geschlechtlich verkehren;  stoßen;   verletzen; stechen;   stecken;   kränken;  stechen 〈spitzer od rauher Gegenstand〉;  anschließen;  verletzen 〈abstr〉;   Seitenstechen haben,stechen-8,8923-szur,^(s)(u|i|o|uː)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-547-geizig-1,3308,Hungarian,547-geizig,fösvény,fösvény,f ø ʃ v eː ɲ,,uesz,,,^ fösvény $,default,  geizig; habgierig,geizig-3,2739-fosveny,"#f, ʃv not old"
Hungarian-547-geizig-2,3309,Hungarian,547-geizig,fukar,fukar,f u k ɒ r,,uesz,,,^ fukar $,default,  Kaufmann;   geizig; Steuerpächter;   Geldwechsler;   Geizhals,geizig-4,2789-fukar,#f not old
Hungarian-964-umruhren-1,3320,Hungarian,964-umruhren,kavar,kavar,k ɒ v ɒ r,,uesz,,,^ kavar $,default,  umrühren;   umrühren; drehen; drehen;   mischen;   mischen;  aufregen;  aufregen;  mengen;  mengen;   brauen;   brauen;  panschen;  panschen;   erregen;   erregen;  Unruhe verursachen;  Unruhe verursachen;   aufrühren 〈Bodensatz〉;   aufrühren 〈Bodensatz〉,umruhren-3,4557-kavar,^(k)(a|o|ɒ|i)(v|ɣ|w)(a|o|ɒ)(r|v)(ɣ)?$
Hungarian-47-magen-1,3333,Hungarian,47-magen,gyomor,gyomor,ɟ o m o r,,uesz,,,^ gyomor $,default,Magen;   Inneres 〈der Erge;  der Berge〉,Magen-7,3231-gyomor,^(d͡ʒ|ɟ)(u|o|a|i)(m|i)(u|o)(r|v)(ɣ)?$
Hungarian-64-stein-1,3339,Hungarian,64-stein,kő,kő,k øː,,uesz,,,^ kő $,default,Stein;   Edelstein;  Gewichtsmaß;   Gewicht;   Stein 〈Med〉;   Blitz;   Hagel;  Steinhagel;   steinigen;   pflastern,Stein-3,5200-ko,^(k)(ɛ|i|yː)(ɣ|i|iɣ|y)?$
Hungarian-227-erzahlung-1,3340,Hungarian,227-erzahlung,novella,novella,n o v ɛ lː ɒ,,uesz,,,^ novella $,default, Zeitung; Neuigkeit 〈auch als etw zum Lesen〉;  Nachtragsgesetz;    Erzählung,Erzahlung-1,6442-novella,"#n, lː not old"
Hungarian-227-erzahlung-2,3341,Hungarian,227-erzahlung,rege,rege,r ɛ ɡ ɛ,,uesz,,,^ rege $,default,  Geschwätz;  Gerede;   Wahnsinn;   Erzählung; wahnwitzige Rede;   alte Sage;  uraltes Lied;   fabelartige Dichtung 〈als Gattung〉;   Romanze,Erzahlung-2,7699-rege,#r not old
Hungarian-309-ofen-1,3344,Hungarian,309-ofen,katlan,katlan,k ɒ t l ɒ n,,uesz,,,^ katlan $,default,  Brennpunkt;   Brennpunkt;   Dampfkessel;   Dampfkessel;   Ofen;   Ofen; Art Gerät zum Backen; Art Gerät zum Backen;  etwa Backdekkel;  etwa Backdekkel;   tiefes Kochgefäß;   tiefes Kochgefäß;  Kessel;   Kessel;  Kessel;   Kessel;   Kesselherd;   Kesselherd;  Art Feuerstätte;  Art Feuerstätte;  Fokus;  Fokus;   Talkessel;   Talkessel;   Krater eines Vulkans;   Krater eines Vulkans;  Einkesselung 〈im Krieg〉;  Einkesselung 〈im Krieg〉,Ofen-2,4545-katlan,tl not old
Hungarian-309-ofen-2,3347,Hungarian,309-ofen,kályha,kályha,k aː j h ɒ,,uesz,,,^ kályha $,default,Kachel;   Ofen,Ofen-5,4306-kalyha,jh not old
Hungarian-384-riemen-1,3355,Hungarian,384-riemen,szíj,szíj,s iː j,,uesz,,,^ szíj $,default,  Riemen;   Leder-; Streifen;  Seil;   Band,Riemen-4,8763-szij,^(s)(i|iː)(j|ɣ)(ɣ|i|iɣ|y)?$
Hungarian-691-stromen-1,3356,Hungarian,691-stromen,ár¹  ∆,ár,aː r,,uesz,,,^ ár $,default,strömen;  schwellen ,stromen-1,311-ar,^(a|aː|o)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-392-starke-1,3368,Hungarian,392-starke,erő,erő,ɛ r øː,,uesz,,,^ erő $,default,  Tugend; Kraft;  Stärke;   Heer;  Streitmacht;   Gewalt;  Tüchtigkeit;   Geltung;   Vermögen;   Fort;  erőltettetett,Starke-1,2245-ero,^(ɛ|i)(r|v|vr|rp|ɣr)(ɛ|i|yː)(ɣ|i|iɣ)?$
Hungarian-861-hauen-1,3405,Hungarian,861-hauen,csap¹,csap,t͡ʃ ɒ p,,uesz,,,^ csap $,default,  lassen; schlagen;  Unterhaltung〉;   Dolch;  stibitzen;   hauen;   streichen 〈Maß〉;   zupfen 〈Wolle〉;  reißen;   schleudern;  hinstoßen;   dringen;   tünchen;   eine andere Richtung einschlagen;   herabschießen auf etw;   schmeicheln;   treiben;   veranstalten 〈Festmahl;  Lärm schlagen;   klauen;   Schlag;   Unglück;   Spur;   gedrückt voll 〈Maß〉;   um sich herumschlagen;   neckisch;   Flattergeist,hauen-1,1365-csap,^(t͡ʃ)(a|o|ɒ|i)(p)(ɣ|i|iɣ|y)?$
Hungarian-385-schnur-1,3412,Hungarian,385-schnur,zsineg,zsineg,ʒ i n ɛ ɡ,,uesz,,,^ zsineg $,default,Schnur;  Bindfaden,Schnur-5,10144-zsineg,#ʒ not old
Hungarian-262-strich-1,3414,Hungarian,262-strich,vessző,vessző,v ɛ sː øː,,uesz,,,^ vessző $,default,Rute;   Penis;   Meßstab;   Komma;  Strich;  Gerte,Strich-2,9855-vesszo,sː not old
Hungarian-544-dumm-1,3434,Hungarian,544-dumm,buta,buta,b u t ɒ,,uesz,,,^ buta $,default,  dumm;   derb; abwärts gebogen;   stumpf;   stumpf;   schwer;  dicht;   blind;  unberechenbar;   Dummerl,dumm-12,1026-buta,^(b)(u|ɯ|r)(t|lt|ɣ)(a|u|ai)?(ɣ|i)?$
Hungarian-544-dumm-2,3437,Hungarian,544-dumm,hülye,hülye,h y j ɛ,,uesz,,,^ hülye $,default, dumm; blöd;   Schwachsinniger,dumm-15,3777-hulye,^(h|ks|u)(i|y|ɛ|ø)(j|ɣ)(ɛ)?(ɣ|i)?$
Hungarian-587-plotzlich-1,3453,Hungarian,587-plotzlich,hirtelen,hirtelen,h i r t ɛ l ɛ n,,uesz,,,^ hirtelen $,default, plötzlich;  plötzlich;  übereilt; unerwartet;   unerwartet;   heftig,plotzlich-5,3595-hirtelen,^(h|ks|u)(i|y|a)(rt|r)(ɛ|i)(l|rl)(ɛ|i)(n)$
Hungarian-587-plotzlich-2,3456,Hungarian,587-plotzlich,rögtön,rögtön,r ø ɡ t ø n,,uesz,,,^ rögtön $,default,  sofort;  plötzlich; eilen;  aus dem Stegreif;   in der nächsten Nähe;   sofortig,plotzlich-8,7961-rogton,"#r, ɡt not old"
Hungarian-459-sommer-1,3457,Hungarian,459-sommer,nyár²,nyár,ɲ aː r,,uesz,,,^ nyár $,default,  Landhaus; Sommer;   den Sommer verbringen;   auf Sommerferien sein;   Sommerweide;  Villa,Sommer-1,6477-nyar,^(n)(a|aː|i|m)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-97-gipfel-1,3458,Hungarian,97-gipfel,csúcs,csúcs,t͡ʃ uː t͡ʃ,,uesz,,,^ csúcs $,default,Spitze;   Gipfel;   Wulst;   Zipfel;   Höhepunkt;   Pyramide;   Fortsatz;   Narbe 〈in der Blüte〉,Gipfel-1,1630-csucs,^(t͡ʃ)(u|i|o|uː)(t͡ʃ|lt͡ʃ|ɣt͡ʃ|ɣ)(ɣ|i|iɣ|y)?$
Hungarian-57-sonne-1,3468,Hungarian,57-sonne,nap¹,nap,n ɒ p,,uesz,,,^ nap $,default,  Tagebuch;   ???; Tag;   Tag;   heller Tag;   Sonne;   Sonnenschein;  besonnte Stelle;   an  Tag;   sonnig;   -tägig;   Tagendienst habende Person;   den Tag von etw bestimmen;  verschieben anmerken;   vertagen;  stunden;   sich sonnen;   am Tage;   am Tage;  der helle Tag;   alltäglich,Sonne-1,6353-nap,#n not old
Hungarian-480-sonntag-1,3470,Hungarian,480-sonntag,vasárnap,vasárnap,v ɒ ʃ aː r n ɒ p,,uesz,,,^ vasárnap $,default,Sonntag;   am Sonntag,Sonntag-2,9768-vasarnap,rn not old
Hungarian-738-schlucken-1,3480,Hungarian,738-schlucken,fecske,fecske,f ɛ t͡ʃ k ɛ,,uesz,,,^ fecske $,default,Schwalbe;   Schwatzmaul;   Art Spund;   Maurer 〈als spöttische Benennung〉;   Art dreieckige Schwimmhose für Männer,Schwalbe-1,2425-fecske,#f not old
Hungarian-738-schlucken-2,3481,Hungarian,738-schlucken,nyel,nyel,ɲ ɛ l,,uesz,,,^ nyel $,default, kosten;  Speiseröhre;  aufzehren;   gierig essen;   schmecken;   〈Staub; verschlingen 〈Wasser;  Erde usw〉;  verschlingen;   schlucken;  schlucken;   erlernen;  geistig verdauen;   verschweigen;  hinnehmen 〈Beleidigung〉;  〈mit den Augen〉 verschlingen;  gespannt verfolgen;  Rauch usw〉 einatmen;   schnell aufsagen;  einsaugen 〈zB Fließpapier〉;   Gurgel,schlucken-1,6487-nyel,^(n)(ɛ|i|ø|y|a)(l|ɣ|r|j)?(ɣ|i|iɣ|y)?$
Hungarian-90-sumpf-1,3490,Hungarian,90-sumpf,mocsár,mocsár,m o t͡ʃ aː r,,uesz,,,^ mocsár $,default,Sumpf;   Sündenpfuhl;  Morast,Sumpf-8,6176-mocsar,^(m)(u|o|a|i)(t͡ʃ|lt͡ʃ|rt͡ʃ)(a|aː|i)(r|v)(ɣ)?$
Hungarian-90-sumpf-2,3496,Hungarian,90-sumpf,posvány,posvány,p o ʃ v aː ɲ,,uesz,,,^ posvány $,default,Sumpf;   Sündenpfuhl;  Tümpel,Sumpf-14,7384-posvany,"#p, ʃv not old"
Hungarian-159-schwan-1,3499,Hungarian,159-schwan,hattyú,hattyú,h ɒ cː uː,,uesz,,,^ hattyú $,default,Schwan,Schwan-1,3446-hattyu,cː not old
Hungarian-694-schwanken-1,3501,Hungarian,694-schwanken,billeg,billeg,b i lː ɛ ɡ,,uesz,,,^ billeg $,default,  schlendern; schwanken;   sich leise schaukeln;  wogen,schwanken-1,729-billeg,lː not old
Hungarian-694-schwanken-2,3504,Hungarian,694-schwanken,inog,inog,i n o ɡ,,uesz,,,^ inog $,default, taumeln;   schwanken; wanken;   beweglich;   Sumpf;  sich bewegen;   ins Schwanken geraten;  erschüttert werden;   Mobilien;   unbeweglich;   Immobilien,schwanken-4,3899-inog,^(i|y|ɛ|v)(n)(u|o|a|i)(ɡ|k|nd)(ɣ|i)?$
Hungarian-972-fegen-1,3509,Hungarian,972-fegen,seper,seper,ʃ ɛ p ɛ r,,uesz,,,^ seper $,default,  prügeln;  hauen;   Person;   hin-;  fort-;  kehren; fegen;  mit- od an sich reißen;  wegfegen;   den Boden streifen 〈Kleid beim Gehen〉;   Besen;  die aufkehrt,fegen-1,8048-seper,^(ʃ|t͡ʃ|s)(ɛ|i|ø)(p)(ɛ|i|ø)(r|v)(ɣ)?$
Hungarian-519-su-1,3510,Hungarian,519-su,édes,édes,eː d ɛ ʃ,,uesz,,,^ édes $,default,  ganz;  geliebt; lieb;   ungesalzen;  salzlos;  nicht sauer;   süß;   angenehm;  wonnig;   blutsverwandt;   Süßigkeit;   Süßigkeit;   Liebling 〈bes als Anrede〉;   leiblicher Vater;  leibliche Mutter 〈bes als Anrede〉;   seelische Harmonie;   sich ergötzen;   ergötzen;   Ergötzung,su-1,2034-edes,^(ɛ)(d|ld)(ɛ|i|ø|y)(t͡ʃ|ɣ|ʃ)?(ɣ|i|iɣ)?$
Hungarian-768-schwimmen-1,3515,Hungarian,768-schwimmen,úszik,úszik,uː s i k,,uesz,,,^ úszik $,default,schwimmen;   schweben;   voll sein;  in etw schwimmen 〈abstr〉;   mit etw bedeckt sein;   in Schulden geraten;  verlorengehen 〈Geld〉,schwimmen-4,9602-uszik,^(u)(s|sk|ɣs|ʃ)(i|y|a)(k|jk)?(ɣ|i)?$
Hungarian-943-betrugen-1,3518,Hungarian,943-betrugen,csal,csal,t͡ʃ ɒ l,,uesz,,,^ csal $,default,  scheinheilig;  betrügen; trügen;   locken;   ablisten;   Köder,betrugen-3,1347-csal,^(t͡ʃ)(a|o|ɒ|i)(l|ɣ|r|j)?(ɣ|i|iɣ|y)?$
Hungarian-695-schwingen-1,3526,Hungarian,695-schwingen,leng,leng,l ɛ n ɡ,,uesz,,,^ leng $,default,  flattern;   schwingen;  sich hin und her bewegen; wehen;  hauchen 〈Wind〉;   ein kümmerliches Dasein fristen,schwingen-4,5564-leng,^(v)(ɛ|i|ø|y|a)(r|mm|nɡ)(ɣ|i|iɣ|y)?$
Hungarian-869-schwenken-1,3532,Hungarian,869-schwenken,lóbál,lóbál,l oː b aː l,,uesz,,,^ lóbál $,default,stoßen;  werfen;   schaukeln;  schwenken,schwenken-1,5662-lobal,^(v)(a|i|u|uː)(b)(a|aː|i)(l|ɣ)?(ɣ|i)?$
Hungarian-311-tisch-1,3533,Hungarian,311-tisch,asztal,asztal,ɒ s t ɒ l,,uesz,,,^ asztal $,default,Tisch;   Verpflegung;  Kost;   viereckige Wune;   Brettergerüst an der Dreschmaschine;  an der Seite des Kornschobers usw.;   Tischler,Tisch-1,391-asztal,st not old
Hungarian-128-schwanz-1,3534,Hungarian,128-schwanz,farok,farok,f ɒ r o k,,uesz,,,^ farok $,default, Ende;   Penis;   Pinsel; Schwanz;  Schweif;  Vogelschwanz;   hinausragender Teil;  Hinterteil von etw;   die letzten Tage;  Ende einer Zeitspanne;   Gefolge;  Geleit;   geschwänzt,Schwanz-1,2395-farok,#f not old
Hungarian-887-nehmen-1,3539,Hungarian,887-nehmen,vesz,vesz,v ɛ s,,uesz,,,^ vesz $,default, gewinnen;  Getränk〉;   erwerben;  eindringen;  betrügen;   Einkommen;   sich einnisten;  nehmen;  Empfang;  Empfang;  führen;  erwägen;  Einnahme;    erscheinen;   entfernen;   anziehen;  bejahen;    bringen;   anerkennen;   Ausnahme;   Ausnahme; zu sich nehmen 〈Speise;  hinnehmen;   erhalten;   kaufen;   auf sich nehmen 〈Auftrag;  Verantwortung usw〉;   jmdn zu sich nehmen;   anfassen;  hochheben;  in Besitz nehmen;  erobern;   begreifen;  an etw teilhaben;    auffassen;  wegmachen;  sich etw umnehmen;  für Wahrheit halten;   umgeben 〈auch abstr〉;   zu etw bewegen;  sich ausnehmen;   Annahme;   Annahme;   gekündigter Betrag;   Aufnahme;   Begreifen;   Subtraktion;   Besonderes;   Käufer,nehmen-5,9850-vesz,^(v)(ɛ|i|ø|y|a)(s|ʃ|z)?(ɣ|i|iɣ|y)?$
Hungarian-52-geschmack-1,3546,Hungarian,52-geschmack,íny,íny,iː ɲ,,uesz,,,^ íny $,default,  Rachen;   Geschmack; Gaumen;   Zahnfleisch,Geschmack-3,3925-iny,^(i)(n|ɡ|m|t|r)(ɣ|i|iɣ|y)?$
Hungarian-805-probieren-1,3553,Hungarian,805-probieren,kóstol,kóstol,k oː ʃ t o l,,uesz,,,^ kóstol $,default, kennenlernen; prüfend schmecken;   probieren;   Schmecker;   Kostprobe 〈haupts nach dem Schlachtfes〉,probieren-1,5162-kostol,ʃt not old
Hungarian-910-lehren-1,3560,Hungarian,910-lehren,tanít,tanít,t ɒ n iː t,,uesz,,,^ tanít $,default,  Lehrer; lehren,lehren-1,9022-tanit,^(t)(a|o|ɒ|i)(n)(i|iː)(t|r)(ɣ|i|iɣ|y)?$
Hungarian-51-trane-1,3567,Hungarian,51-trane,könny,könny,k ø ɲː,,uesz,,,^ könny $,default,Träne;   Träne,Trane-1,5227-konny,ɲː# not old
Hungarian-895-zerreien-1,3570,Hungarian,895-zerreien,roncsol,roncsol,r o n t͡ʃ o l,,uesz,,,^ roncsol $,default,reißen;   quälen;  stopfen;   zerfressen;   pressen;  zerknittern;  zerfleischen;  bröckeln;  zerquetschen;   zerbrechen;  krümeln;  zerrütten,reien-6,7915-roncsol,"#r, nt͡ʃ not old"
Hungarian-662-zehn-1,3574,Hungarian,662-zehn,tíz,tíz,t iː z,,uesz,,,^ tíz $,default,  Zehntel;   Korporal; zehn;   milit Einheit von zehn Mann;   milit Einheit von zehn Mann;   aus zehn Einheiten bestehend;   Zehner 〈Geld〉;   zehnte;   Zehent 〈Abgabe〉;   Stadtteil;   aus einem Zehntel bestehend;   durch Zehnerpotenzen teilbar,zehn-1,9271-tiz,^(t)(i|iː)(z|ɣz|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-43-sehne-1,3575,Hungarian,43-sehne,ín²,ín,iː n,,uesz,,,^ ín $,default,  Ranke; Bein;   stark;   Ader;  Rachen;   Seil;   Bogensehne;   Nerv;  Wade;   Sehne;  Flechse;   Muskel;   Gaumen;   flechsig,Sehne-1,3869-in,^(i)(n|ɣ|w)(ɣ|i|iɣ|y)?$
Hungarian-638-das-1,3578,Hungarian,638-das,az¹,az,ɒ z,,uesz,,,^ az $,default,jener;   jener;   auf diejenige Weise,jener-1,434-az,^(a|o)(z|ɣz|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-638-das-2,3580,Hungarian,638-das,az²,az,ɒ z,,uesz,,,^ az $,default,der;  die;  das,das-1,435-az,^(a|o)(z|ɣz|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-594-dann-1,3582,Hungarian,594-dann,azután,azután,ɒ z u t aː n,,uesz,,,^ azután $,default,dann;   und dann,dann-1,443-azutan,^(a|o)(z|ɣz)(u|ɯ)(t|lt)(a|aː)(n|ɣ)(ɣ)?$
Hungarian-609-dort-1,3593,Hungarian,609-dort,ott,ott,o tː,,uesz,,,^ ott $,default,dort,dort-3,6760-ott,tː# not old
Hungarian-488-dickgegenstand-1,3610,Hungarian,488-dickgegenstand,vaskos,vaskos,v ɒ ʃ k o ʃ,,uesz,,,^ vaskos $,default,  dick;   derb;  untersetzt; kräftig;  stark;   sehr groß;   stämmig;  tief 〈Stimme〉;   volltönend;  drastisch;  steif 〈Speise〉,dick-10,9771-vaskos,^(v)(a|o|ɒ|i)(t͡ʃk)(u|o|a)(t͡ʃ|ɣ)?(ɣ|i)?$
Hungarian-489-dunn-1,3614,Hungarian,489-dunn,vékony,vékony,v eː k o ɲ,,uesz,,,^ vékony $,default,  Lende;   minderwertig;  gering;  schmal; dünn;   schwach;  Auffassung〉;  dürftig;   schlank;   hell;  dünn 〈Speise〉;   luftig;  durchscheinend 〈Stoff〉;   leicht 〈Wein〉;   hoch 〈Stimme〉;  leicht 〈Kopf;   schmalerTeil von etw,dunn-10,9803-vekony,^(v)(ɛ|i|eː|ø)(k)(u|o|a)(n|ɡ|m)(ɣ|i)?$
Hungarian-541-schlank-1,3616,Hungarian,541-schlank,karcsú,karcsú,k ɒ r t͡ʃ uː,,uesz,,,^ karcsú $,default,  mager; schlank;   karg,schlank-2,4460-karcsu,rt͡ʃ not old
Hungarian-541-schlank-2,3622,Hungarian,541-schlank,vékony,vékony,v eː k o ɲ,,uesz,,,^ vékony $,default,  Lende;   minderwertig;  gering;  schmal; dünn;   schwach;  Auffassung〉;  dürftig;   schlank;   hell;  dünn 〈Speise〉;   luftig;  durchscheinend 〈Stoff〉;   leicht 〈Wein〉;   hoch 〈Stimme〉;  leicht 〈Kopf;   schmalerTeil von etw,schlank-8,9803-vekony,^(v)(ɛ|i|eː|ø)(k)(u|o|a)(n|ɡ|m)(ɣ|i)?$
Hungarian-271-sache-1,3624,Hungarian,271-sache,állat,állat,aː lː ɒ t,,uesz,,,^ állat $,default,  Gestalt;   Gerät;   Wesen; Zustand;   Lebewesen;   Sache;   Tier;  Vierfüßer;  nagy termetű,Sache-1,210-allat,lː not old
Hungarian-271-sache-2,3625,Hungarian,271-sache,dolog,dolog,d o l o ɡ,,uesz,,,^ dolog $,default,  Verwalter;  Angelegenheit;   Tat;   Sache;  Zeug;   Arbeiter;  Schicksal; Arbeit;  Aufgabe;  Begebenheit;   Lebensverhältnisse;   abstrakter Gegenstand;   Stuhlgang;  Harnen;   konkretes Ding;   etw Großes;   vielbeschäftigt;   arbeitsam;   Arbeitszimmer;  Atelier;  Studio,Sache-2,1884-dolog,^(d|d͡ʒ|t)(u|o|a)(l|rl)(u|o)(ɡ|k)(ɣ)?$
Hungarian-993-denken-1,3640,Hungarian,993-denken,gondol,gondol,ɡ o n d o l,,uesz,,,^ gondol $,default,  meinen; denken;   entscheiden;   bedenken;   sich kümmern;   einbilden,denken-2,3049-gondol,^(ɡ|k)(u|o|a|i)(n|nd)(u|o)(l|ɣ)(ɣ)?$
Hungarian-581-dritter-1,3643,Hungarian,581-dritter,három,három,h aː r o m,,uesz,,,^ három $,default,drei;   dritter;   Drittel;   Terz 〈Music〉;   verdreifachen;   Dreifaltigkeit,dritter-1,3419-harom,^(h|ks|u)(a|aː|i)(r|v|vr)(u|o)(m)?$
Hungarian-666-dreiig-1,3644,Hungarian,666-dreiig,harminc,harminc,h ɒ r m i n t͡s,,uesz,,,^ harminc $,default,dreißig;   dreißigste;   Dreißigstzoll;   Beamter;  der den Dreißigstzoll einhebt,dreiig-1,3415-harminc,nt͡s# not old
Hungarian-637-dies-1,3645,Hungarian,637-dies,ez¹,ez,ɛ z,,uesz,,,^ ez $,default,dieser;   dieser;   auf eine regelmäßige Zeitspanne folgend 〈zB. Tag〉,dieser-1,2317-ez,^(ɛ|i)(z|ɣz|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-610-dorthin-1,3647,Hungarian,610-dorthin,oda,oda,o d ɒ,,uesz,,,^ oda $,default,  〈es ist〉 hin; dorthin;   dort;   gemeinsam 〈in Adv〉,dorthin-1,6635-oda,^(u|o|a)(d|ld)(a|u|ai)?(ɣ|i|iɣ|y)?$
